sample_id,timestamp_s,spindle_speed_rpm,feed_rate_mm_min,depth_of_cut_mm,cutting_speed_m_min,material_hardness_HRC,spindle_motor_current_A,spindle_torque_Nm,spindle_temp_C,coolant_temp_C,ambient_temp_C,vibration_x_g,vibration_y_g,vibration_z_g,surface_roughness_Ra,dimensional_error_mm,tool_wear_mm,cycle_time_s,tool_condition,fault_label
166,1940.5,1146,199.3,1.48,0.29,20,13.41,16.18,58.3,28.7,26.2,0.2334,0.113,0.1009,1.266,0.0105,0.0321,40.3,Good,0
167,1951.4,1141,164.7,1.68,0.29,49.5,13.06,18.66,62.9,30.6,29.9,0.1888,0.1133,0.11,0.86,0.0084,0.0271,47.7,Good,0
168,1965.3,1201,213.1,2.04,0.3,28.8,13.31,16.68,62.7,29.8,30.6,0.1404,0.1007,0.1229,1.731,0.0121,0.0236,47.8,Good,0
169,1978.5,1154,157.2,1.32,0.29,38.1,12.44,17.56,59.9,28.6,23.6,0.2899,0.1249,0.0656,0.916,0.0083,0.0,38.7,Good,0
170,1986.6,1196,234.2,1.14,0.3,54.6,13.76,19.09,54.8,27.3,27.6,0.1065,0.1157,0.1061,1.044,0.0108,0.0165,39.8,Good,0
171,1999.1,1102,164.0,1.61,0.28,36.8,11.59,17.63,61.0,28.4,22.7,0.2107,0.0523,0.0543,1.349,0.0104,0.0583,40.2,Good,0
172,2011.9,1161,136.9,1.81,0.29,34.9,13.54,19.14,57.5,24.6,26.2,0.8475,0.3042,0.1123,5.388,0.0683,0.0126,41.9,Good,2
173,2025.7,1268,166.7,1.67,0.32,37.4,12.86,18.7,61.6,27.9,25.3,0.1906,0.0851,0.0883,1.738,0.0095,0.0281,44.9,Good,0
174,2039.7,904,191.1,0.67,0.23,25.4,12.08,18.25,60.6,28.9,28.0,0.1254,0.148,0.1176,1.631,0.0103,0.0681,41.1,Good,0
175,2049.9,1144,129.1,0.94,0.29,35.9,12.94,18.9,56.1,28.1,26.1,0.4435,0.2893,0.0914,6.017,0.0809,0.043,47.1,Good,2
176,2060.6,1297,184.7,1.45,0.33,36.0,13.01,17.48,57.6,29.4,28.4,0.1543,0.1072,0.1013,1.667,0.0081,0.014,39.9,Good,0
177,2070.6,1172,140.0,1.06,0.29,49.3,14.28,19.46,58.2,28.4,30.2,0.2353,0.1678,0.0746,1.341,0.017,0.0491,41.7,Good,0
178,2081.2,1176,173.3,1.72,0.3,30.7,12.92,16.93,56.8,26.2,28.7,0.1515,0.1237,0.0757,1.257,0.0107,0.0248,38.4,Good,0
179,2091.3,1083,142.4,1.43,0.27,45.8,12.98,18.96,60.6,28.5,28.5,0.1468,0.1161,0.0828,1.725,0.0146,0.0557,40.4,Good,0
180,2099.6,1098,180.5,1.83,0.28,32.1,12.55,18.58,61.3,27.8,26.1,0.1787,0.149,0.1151,1.39,0.0117,0.0612,42.7,Good,0
181,2110.8,1275,190.9,1.82,0.32,36.6,13.24,18.98,56.6,28.9,28.7,0.1155,0.1413,0.0996,1.106,0.0119,0.037,41.6,Good,0
182,2124.5,1262,207.7,1.81,0.32,33.5,13.06,17.8,59.1,29.1,26.6,0.1223,0.1469,0.1046,1.528,0.0108,0.0023,37.8,Good,0
183,2133.8,1097,199.4,2.1,0.28,37.2,13.4,19.11,60.1,26.8,29.9,0.1426,0.0586,0.0557,0.809,0.0169,0.0603,41.1,Good,0
184,2148.6,1134,156.1,0.89,0.29,33.2,12.06,17.69,56.3,28.7,26.9,0.1619,0.1017,0.1241,1.576,0.0106,0.0564,38.0,Good,0
185,2162.7,1356,195.8,1.56,0.34,56.2,14.41,20.31,57.3,29.4,25.3,0.2231,0.1518,0.082,1.392,0.0128,0.0457,41.5,Good,0
186,2173.6,1197,179.8,1.96,0.3,40.9,11.99,18.29,60.5,28.4,29.2,0.1154,0.0995,0.0467,1.115,0.0052,0.0199,43.0,Good,0
187,2186.6,1391,213.3,1.56,0.35,42.2,13.55,18.99,62.0,27.3,23.9,0.2338,0.1542,0.1165,0.806,0.0124,0.0574,49.2,Good,0
188,2197.4,948,193.9,1.46,0.24,31.3,11.59,16.05,52.5,29.6,28.8,0.1645,0.1176,0.1426,1.493,0.0108,0.0,39.7,Good,0
189,2208.8,862,176.5,1.73,0.22,44.4,11.75,16.63,64.0,30.9,25.3,0.161,0.2218,0.1224,1.165,0.016,0.0316,41.8,Good,0
190,2217.7,1001,204.3,1.5,0.25,28.3,12.09,16.62,57.3,26.3,29.5,0.252,0.1132,0.1243,0.79,0.0088,0.0212,41.4,Good,0
191,2230.6,1167,193.3,1.23,0.29,42.3,12.5,19.44,55.2,27.6,26.9,0.2255,0.1672,0.1055,1.06,0.0126,0.0065,46.8,Good,0
192,2239.7,1174,202.2,1.83,0.3,24.6,14.37,18.56,53.7,27.9,24.4,0.6539,0.6645,0.3411,6.286,0.1122,0.0241,40.0,Good,2
193,2252.3,1333,166.8,2.55,0.34,29.1,13.78,20.57,56.2,30.7,25.4,0.4539,0.2321,0.1783,5.936,0.0547,0.0239,41.2,Good,2
194,2265.8,1322,174.4,1.77,0.33,45.9,13.96,19.77,63.2,27.9,28.8,0.1727,0.0975,0.1051,1.458,0.0062,0.0385,44.7,Good,0
195,2274.1,1389,162.9,1.26,0.35,27.1,13.82,17.72,62.0,25.9,28.3,0.2096,0.1354,0.0961,1.147,0.0115,0.017,44.9,Good,0
196,2284.6,1249,229.2,0.2,0.31,29.9,13.69,17.56,57.3,30.9,26.2,0.4621,0.7011,0.4126,2.983,0.0392,0.0593,41.8,Good,2
197,2296.4,1132,244.6,1.67,0.28,28.0,14.16,19.93,58.9,30.4,26.3,0.6943,0.4224,0.2281,4.179,0.0885,0.0414,38.1,Good,2
198,2310.5,1138,186.4,0.89,0.29,32.1,12.24,16.28,60.2,28.6,27.3,0.1975,0.0708,0.0708,1.342,0.0134,0.0686,42.0,Good,0
199,2320.3,1039,207.4,1.43,0.26,35.6,11.75,17.82,58.0,28.9,26.6,0.1897,0.087,0.1337,0.995,0.0114,0.0232,45.0,Good,0
200,2331.4,1026,207.0,1.01,0.26,36.6,12.27,16.85,53.1,28.9,23.9,0.0946,0.1899,0.054,1.532,0.0151,0.0479,41.4,Good,0
201,2340.2,1402,181.3,0.56,0.35,30.5,13.69,16.19,60.5,28.7,30.7,0.1908,0.1438,0.108,1.662,0.005,0.0238,36.8,Good,0
202,2354.2,1639,140.2,1.01,0.41,37.4,14.24,18.38,64.7,30.2,28.6,0.2154,0.0995,0.0505,1.39,0.0072,0.0333,43.7,Good,0
203,2364.3,1033,160.5,1.27,0.26,40.2,11.87,18.23,57.8,27.6,22.9,0.1341,0.1287,0.077,1.311,0.0113,0.0336,46.1,Good,0
204,2373.5,974,144.2,1.64,0.24,31.6,12.45,16.88,58.9,26.2,26.0,0.0881,0.0733,0.0544,1.214,0.0119,0.0204,41.1,Good,0
205,2388.5,945,189.0,1.31,0.24,39.2,12.21,16.62,58.7,30.1,24.0,0.1573,0.1042,0.0575,0.918,0.007,0.0402,42.3,Good,0
206,2397.8,1409,166.1,2.14,0.35,32.4,14.13,18.29,61.2,29.6,26.0,0.1259,0.1283,0.1707,1.276,0.0153,0.0171,44.7,Good,0
207,2408.1,1148,145.1,1.86,0.29,21.7,13.56,16.88,56.5,24.9,30.1,0.1336,0.1162,0.1134,1.614,0.0069,0.034,39.9,Good,0
208,2419.4,1060,158.4,1.65,0.27,38.7,13.45,18.5,60.7,29.2,24.0,0.1233,0.1253,0.0943,1.552,0.0079,0.0616,44.6,Good,0
209,2433.3,1244,181.3,1.29,0.31,32.9,13.45,18.69,58.9,27.6,26.8,0.166,0.0622,0.0873,1.246,0.0115,0.0325,43.7,Good,0
210,2444.4,1501,177.3,1.86,0.38,48.2,13.83,19.02,58.3,25.4,27.8,0.1862,0.1592,0.1057,0.96,0.0083,0.0079,43.4,Good,0
211,2458.4,1044,179.1,1.61,0.26,37.9,13.28,19.3,59.4,25.0,24.7,0.8711,0.2742,0.2395,5.167,0.07,0.0094,39.2,Good,2
212,2469.0,1377,189.9,1.59,0.35,49.3,12.84,19.68,61.4,26.6,27.2,0.2058,0.0947,0.112,1.088,0.0126,0.0417,40.4,Good,0
213,2478.3,1133,128.8,1.32,0.28,33.1,13.02,16.56,57.7,29.3,25.3,0.1533,0.144,0.0688,1.415,0.0114,0.0662,38.4,Good,0
214,2489.2,1236,146.3,1.15,0.31,42.4,11.92,17.09,55.8,25.1,28.0,0.1983,0.1436,0.0679,1.525,0.011,0.0369,44.1,Good,0
215,2501.1,1123,135.6,2.05,0.28,52.5,13.3,19.43,60.7,29.9,27.5,0.2487,0.1146,0.0431,1.342,0.0106,0.0462,42.0,Good,0
216,2513.3,1462,161.4,1.23,0.37,28.4,13.83,16.02,60.6,28.3,27.5,0.1801,0.121,0.1459,1.688,0.0189,0.0464,51.2,Good,0
217,2526.7,1109,204.0,1.09,0.28,30.0,11.39,15.69,65.7,27.5,29.7,0.2194,0.2066,0.0692,1.218,0.0172,0.0372,41.5,Good,0
218,2537.6,1246,187.2,1.23,0.31,53.6,12.85,20.74,59.2,28.4,23.7,0.2338,0.1093,0.0513,0.771,0.0059,0.0543,43.8,Good,0
219,2545.8,1242,187.5,0.64,0.31,20,12.67,16.19,58.0,30.5,28.7,0.1886,0.1057,0.121,1.133,0.0109,0.0317,41.0,Good,0
220,2556.3,1294,165.4,2.07,0.33,31.0,13.23,17.69,62.3,27.1,26.2,0.2681,0.1759,0.0701,1.217,0.0153,0.0582,38.9,Good,0
221,2568.5,1217,142.7,1.94,0.31,37.4,12.79,20.07,59.2,27.7,28.4,0.1652,0.1138,0.1004,1.065,0.015,0.0216,39.0,Good,0
222,2580.3,1050,179.5,1.4,0.26,30.4,12.55,16.41,57.9,26.8,26.0,0.1449,0.1112,0.0493,1.351,0.0169,0.0693,43.7,Good,0
223,2590.9,1097,180.2,1.38,0.28,27.6,12.42,17.54,60.8,28.2,29.1,0.1594,0.1353,0.1065,1.186,0.0092,0.0487,42.3,Good,0
224,2604.5,1279,211.6,2.28,0.32,34.6,13.3,17.06,62.9,31.4,28.4,0.1103,0.1283,0.0643,1.179,0.0044,0.0073,42.9,Good,0
225,2615.1,877,154.3,1.5,0.22,36.6,11.7,18.44,63.2,26.2,29.4,0.0986,0.1251,0.1126,1.752,0.007,0.0683,41.1,Good,0
226,2625.1,1143,167.6,1.86,0.29,47.6,13.3,19.15,62.2,27.6,28.5,0.1556,0.0949,0.0338,1.575,0.0139,0.0246,44.4,Good,0
227,2635.6,867,139.6,1.28,0.22,37.6,11.76,17.75,59.7,31.8,28.6,0.169,0.1172,0.0493,1.473,0.013,0.0715,46.1,Good,0
228,2644.2,1193,197.4,1.03,0.3,21.2,13.55,17.67,60.6,29.1,25.6,0.0457,0.1362,0.0668,1.478,0.0182,0.0342,41.9,Good,0
229,2655.3,1428,171.2,1.74,0.36,44.7,13.53,17.99,63.8,28.7,25.0,0.1542,0.1432,0.0899,1.001,0.0083,0.0206,42.3,Good,0
230,2669.0,1279,157.5,1.45,0.32,35.2,13.88,17.87,68.5,32.6,28.5,0.1335,0.1051,0.1154,1.458,0.0974,0.0829,47.4,Good,3
231,2679.7,1115,196.2,1.24,0.28,37.8,13.69,18.34,56.6,28.8,26.0,0.1625,0.1752,0.0723,0.786,0.0104,0.0443,41.0,Good,0
232,2692.1,1211,185.5,1.97,0.3,38.0,12.87,18.95,62.7,27.1,28.4,0.2338,0.0141,0.0383,1.439,0.0117,0.0441,43.8,Good,0
233,2702.4,1405,118.6,2.15,0.35,39.8,12.94,19.23,64.2,28.0,30.4,0.1034,0.143,0.1226,1.505,0.0169,0.0609,43.6,Good,0
234,2715.8,778,168.7,0.9,0.2,37.1,11.29,17.48,62.4,29.3,31.0,0.203,0.0988,0.1222,1.506,0.0173,0.0341,45.3,Good,0
235,2726.1,1260,200.9,2.02,0.32,44.6,13.2,19.57,61.0,30.3,28.5,0.3345,0.0627,0.0826,1.345,0.0084,0.0468,41.9,Good,0
236,2738.6,1120,129.3,1.7,0.28,39.1,13.08,17.45,56.9,30.8,30.2,0.1266,0.124,0.0771,1.378,0.0108,0.0761,47.5,Good,0
237,2747.9,1254,205.6,1.46,0.32,28.6,13.55,17.16,62.9,30.9,27.0,0.1568,0.1377,0.1487,0.905,0.0155,0.063,43.6,Good,0
238,2761.4,1217,227.8,1.23,0.31,26.7,12.56,16.8,58.7,27.3,26.9,0.1934,0.1019,0.1041,1.467,0.0078,0.0229,40.9,Good,0
239,2772.8,1359,202.7,1.8,0.34,25.0,13.4,17.64,59.6,23.8,27.2,0.2587,0.1546,0.1256,1.17,0.009,0.011,43.6,Good,0
240,2787.3,1076,194.5,1.31,0.27,20.6,11.94,17.59,62.1,26.7,26.7,0.1427,0.115,0.0767,1.395,0.024,0.0413,41.3,Good,0
241,2800.6,1139,187.2,1.26,0.29,29.2,13.26,16.74,61.1,30.2,27.0,0.1539,0.1479,0.1165,1.335,0.0128,0.0134,42.0,Good,0
242,2811.2,1214,148.3,1.42,0.31,24.2,14.48,15.36,60.8,27.2,21.4,0.1302,0.0927,0.1154,1.221,0.0111,0.0294,42.3,Good,0
243,2821.3,1252,238.1,2.24,0.31,37.0,13.36,19.64,60.7,29.2,28.5,0.1483,0.1056,0.0949,1.123,0.0144,0.0364,41.3,Good,0
244,2832.1,1412,155.9,1.38,0.35,21.0,13.06,15.53,65.3,27.3,26.6,0.2606,0.1436,0.0581,1.793,0.0186,0.0599,47.4,Good,0
245,2843.0,1404,135.3,1.58,0.35,46.5,13.98,17.97,60.2,26.6,27.0,0.257,0.1402,0.0645,1.298,0.0115,0.0403,44.6,Good,0
246,2855.1,1094,179.4,1.4,0.27,42.8,12.92,16.69,59.3,28.7,27.8,0.1261,0.1032,0.0786,1.422,0.0107,0.0485,41.1,Good,0
247,2867.5,1190,157.5,2.12,0.3,41.0,13.59,17.85,63.4,29.7,27.3,0.249,0.1157,0.1224,1.777,0.007,0.0228,42.1,Good,0
248,2876.5,1466,195.4,1.62,0.37,42.4,13.54,19.87,56.8,31.1,27.3,0.2218,0.1482,0.1103,0.847,0.0231,0.0451,42.9,Good,0
249,2888.2,1252,215.0,1.48,0.31,44.2,13.25,19.84,68.5,33.3,30.4,0.1678,0.1111,0.0878,1.636,0.0816,0.042,42.3,Good,3
250,2899.0,1161,238.1,1.07,0.29,21.5,13.75,17.3,61.2,29.6,25.2,0.2029,0.1634,0.0239,1.511,0.0041,0.0835,45.0,Good,0
251,2907.1,1203,216.8,1.3,0.3,41.9,14.7,16.75,59.8,25.1,24.1,0.2509,0.0733,0.1275,1.554,0.0139,0.0539,43.5,Good,0
252,2917.1,1385,232.2,1.41,0.35,32.1,13.98,19.3,67.1,29.5,26.0,0.1472,0.1129,0.1141,1.648,0.0108,0.0064,45.0,Good,0
253,2930.7,1284,160.4,1.36,0.32,25.6,12.61,16.0,63.6,29.0,26.7,0.1376,0.195,0.0827,2.083,0.0246,0.0877,38.2,Good,0
254,2944.8,1068,195.9,0.63,0.27,41.5,12.61,18.14,55.2,27.7,29.6,0.1843,0.1489,0.0791,1.084,0.0165,0.0809,40.5,Good,0
255,2957.7,1025,185.2,1.0,0.26,27.3,12.39,16.73,58.6,27.7,29.0,0.1729,0.01,0.0905,1.599,0.0113,0.017,41.1,Good,0
256,2972.1,1500,174.6,1.15,0.38,35.4,13.23,16.98,64.8,27.9,24.3,0.0792,0.1071,0.0984,1.34,0.0111,0.0301,38.9,Good,0
257,2983.3,1221,172.2,1.98,0.31,34.7,13.16,17.59,62.8,26.7,30.5,0.1291,0.1301,0.0824,1.505,0.0099,0.019,41.6,Good,0
258,2994.9,1377,224.0,0.89,0.35,38.8,13.84,17.52,61.1,25.3,25.3,0.1964,0.1621,0.09,1.697,0.017,0.0713,47.6,Good,0
259,3009.3,1269,134.3,1.64,0.32,37.8,12.65,18.6,59.2,25.5,29.3,0.235,0.0929,0.0808,1.356,0.0129,0.0271,40.9,Good,0
260,3023.4,1302,222.7,1.2,0.33,38.3,13.57,17.67,58.6,24.2,28.0,0.1748,0.1188,0.1064,1.074,0.0147,0.0479,41.2,Good,0
261,3035.5,1048,184.7,1.98,0.26,40.2,12.67,19.35,62.7,31.8,27.9,0.1325,0.0538,0.0698,1.654,0.013,0.0463,49.1,Good,0
262,3043.8,1119,189.4,1.24,0.28,25.3,12.82,17.07,58.9,27.4,28.8,0.1664,0.1303,0.056,0.994,0.0055,0.036,44.2,Good,0
263,3053.9,1353,214.6,1.43,0.34,44.7,12.74,20.04,60.1,26.2,22.7,0.221,0.1172,0.0697,1.187,0.0099,0.0154,40.6,Good,0
264,3065.6,1340,179.1,1.85,0.34,42.5,13.09,18.66,60.3,30.8,27.4,0.2516,0.1724,0.1241,1.21,0.0048,0.018,31.7,Good,0
265,3076.5,1103,213.3,1.46,0.28,34.1,12.71,19.37,59.6,26.3,29.7,0.1709,0.1135,0.1021,1.547,0.0081,0.0511,45.1,Good,0
266,3086.8,1044,121.0,1.67,0.26,24.0,13.44,14.79,61.7,28.9,25.5,0.1732,0.0856,0.07,1.296,0.0065,0.0185,41.8,Good,0
267,3099.6,1296,120.2,0.86,0.33,51.8,12.6,17.54,62.8,30.2,24.5,0.1679,0.0866,0.1204,1.399,0.0158,0.0456,43.3,Good,0
268,3111.1,1213,212.8,1.77,0.3,33.3,12.84,19.05,60.4,26.7,27.0,0.252,0.09,0.0387,1.446,0.0168,0.0436,41.9,Good,0
269,3120.1,1393,139.8,2.06,0.35,30.4,13.8,18.58,58.7,27.3,26.5,0.165,0.1225,0.0464,1.703,0.013,0.0685,42.4,Good,0
270,3130.3,1085,167.8,1.77,0.27,30.6,13.0,17.26,59.9,26.3,25.3,0.1925,0.1558,0.0831,1.547,0.0147,0.0528,44.3,Good,0
271,3143.2,1177,202.0,2.0,0.3,39.8,12.97,19.59,60.8,29.2,29.4,0.1006,0.0781,0.077,1.537,0.0107,0.0358,38.6,Good,0
272,3153.4,1297,136.8,1.26,0.33,26.3,11.92,15.28,60.8,26.7,24.1,0.1446,0.1263,0.0998,1.373,0.0183,0.0805,49.0,Good,0
273,3165.7,1328,164.4,1.32,0.33,23.8,13.73,16.08,68.8,34.3,24.3,0.1962,0.1334,0.1121,1.198,0.0924,0.0576,37.9,Good,3
274,3176.0,1043,137.1,1.1,0.26,33.3,12.77,17.51,55.5,28.5,24.9,0.1946,0.0712,0.0938,1.452,0.0078,0.0239,46.7,Good,0
275,3184.5,1378,163.5,0.97,0.35,35.9,13.32,18.8,64.0,28.3,25.1,0.1066,0.1221,0.1366,1.343,0.013,0.0232,45.3,Good,0
276,3198.8,1375,155.6,1.73,0.35,35.0,14.52,17.08,64.1,29.5,26.1,0.2301,0.1051,0.1174,1.636,0.0157,0.0627,42.6,Good,0
277,3207.4,1639,184.5,1.33,0.41,37.4,13.26,16.62,66.2,29.0,25.9,0.1652,0.0817,0.0778,1.56,0.0095,0.043,45.3,Good,0
278,3218.1,988,167.6,1.24,0.25,35.8,12.31,17.8,59.8,31.2,27.3,0.1266,0.1236,0.1026,1.62,0.0182,0.0145,42.1,Good,0
279,3230.5,1057,196.7,1.63,0.27,24.4,12.74,17.37,63.0,24.6,25.2,0.1849,0.1671,0.0581,1.383,0.0074,0.0374,44.5,Good,0
280,3241.1,1393,174.7,1.45,0.35,31.2,13.39,17.45,57.3,31.7,29.0,0.228,0.1439,0.086,1.3,0.0252,0.0184,34.6,Good,0
281,3249.7,1021,140.0,1.45,0.26,37.4,12.7,15.35,62.7,28.5,25.4,0.2904,0.1399,0.0898,1.65,0.0035,0.0297,37.6,Good,0
282,3261.6,1357,192.8,1.56,0.34,37.3,13.92,18.53,58.5,29.1,28.2,0.1853,0.1147,0.1042,1.429,0.0194,0.0855,44.4,Good,0
283,3273.8,1295,206.5,1.61,0.33,29.2,13.53,18.8,65.7,29.3,28.9,0.2657,0.1172,0.0924,1.053,0.011,0.0423,45.8,Good,0
284,3286.2,1259,227.4,1.18,0.32,44.5,14.14,18.87,56.3,25.7,29.1,0.1524,0.1236,0.0932,1.226,0.0099,0.0499,42.4,Good,0
285,3300.7,986,194.3,2.09,0.25,32.1,13.17,18.38,56.8,27.9,27.9,0.1518,0.0871,0.0972,1.621,0.0045,0.0929,38.4,Good,0
286,3313.8,1116,169.5,1.18,0.28,45.4,12.8,19.35,61.4,28.3,28.6,0.1838,0.1282,0.1494,1.667,0.0153,0.0606,46.7,Good,0
287,3326.4,1388,116.8,1.09,0.35,25.4,12.9,18.11,59.2,27.5,25.6,0.0652,0.1393,0.0463,1.773,0.0192,0.0788,37.9,Good,0
288,3336.4,909,208.7,1.54,0.23,28.0,12.31,17.99,58.0,25.8,27.8,0.2418,0.0962,0.1052,1.446,0.0118,0.0543,45.9,Good,0
289,3345.4,1212,159.1,0.95,0.3,21.2,13.38,16.32,58.8,25.0,23.4,0.1599,0.0929,0.0699,1.231,0.0124,0.0484,36.5,Good,0
290,3357.4,846,173.1,1.07,0.21,35.5,11.85,17.95,55.3,23.7,25.1,0.1322,0.1669,0.0556,1.048,0.0259,0.07,45.5,Good,0
291,3372.1,1356,200.0,1.66,0.34,34.2,13.72,18.41,64.7,30.2,25.3,0.1667,0.133,0.0571,1.36,0.0157,0.0177,38.6,Good,0
292,3381.1,1284,224.8,1.11,0.32,29.9,12.53,17.62,60.1,31.3,28.2,0.2042,0.1253,0.1056,1.542,0.0165,0.0739,38.9,Good,0
293,3392.3,1067,125.0,1.81,0.27,43.5,13.1,19.74,60.6,28.8,27.9,0.2208,0.1306,0.099,1.337,0.0018,0.056,39.6,Good,0
294,3401.5,967,150.0,1.87,0.24,40.8,10.98,17.83,56.5,30.6,26.6,0.2419,0.1778,0.1036,1.199,0.0181,0.0556,37.9,Good,0
295,3413.7,1161,193.1,1.76,0.29,41.4,13.17,19.36,56.3,28.1,26.7,0.1744,0.1204,0.0956,1.03,0.0144,0.043,43.8,Good,0
296,3426.2,1318,159.7,1.74,0.33,22.1,14.12,16.15,59.7,29.0,29.1,0.2468,0.1027,0.0956,1.182,0.0023,0.0468,40.0,Good,0
297,3434.2,1207,194.9,1.32,0.3,34.3,12.12,17.55,61.8,28.9,24.1,0.2356,0.1111,0.11,1.612,0.0124,0.0299,46.4,Good,0
298,3442.6,1125,160.6,1.17,0.28,37.9,13.19,19.68,56.1,31.2,29.8,0.5881,0.2354,0.2829,3.732,0.0911,0.0634,44.7,Good,2
299,3455.3,1081,226.3,1.42,0.27,38.2,12.82,18.77,58.3,30.0,26.0,0.1594,0.1341,0.082,0.844,0.0068,0.049,38.5,Good,0
300,3470.1,1223,194.9,1.45,0.31,32.4,14.11,16.12,56.7,26.2,24.9,0.2439,0.2129,0.0978,1.803,0.0081,0.0779,42.1,Good,0
301,3484.1,706,186.7,0.86,0.18,26.7,11.93,17.64,55.3,29.5,29.1,0.32,0.1236,0.1228,1.738,0.0093,0.0466,43.5,Good,0
302,3497.5,1381,187.7,0.79,0.35,36.9,13.4,18.09,60.0,27.2,29.8,0.2281,0.1447,0.0742,1.139,0.0212,0.0622,47.3,Good,0
303,3511.5,1199,173.3,0.84,0.3,38.9,13.01,17.94,58.9,29.4,25.9,0.2316,0.1286,0.081,1.22,0.0065,0.0672,50.2,Good,0
304,3523.3,1273,129.2,2.22,0.32,43.0,13.45,17.53,63.2,27.2,27.9,0.1626,0.1146,0.0849,1.274,0.0145,0.0524,40.8,Good,0
305,3538.2,1205,194.7,0.56,0.3,37.6,13.27,17.43,64.3,27.9,27.7,0.1475,0.1581,0.0749,0.922,0.0112,0.0089,41.9,Good,0
306,3551.1,1119,146.7,1.35,0.28,45.8,13.36,18.03,59.8,29.3,26.0,0.2032,0.1148,0.0825,0.831,0.0231,0.0682,47.6,Good,0
307,3562.6,1329,154.3,1.27,0.33,30.2,13.59,16.8,61.4,29.0,26.0,0.248,0.1013,0.0666,1.375,0.0072,0.0781,44.6,Good,0
308,3575.1,1107,215.7,1.25,0.28,20.5,12.94,13.75,60.2,28.1,26.4,0.1467,0.1552,0.1242,1.385,0.0137,0.0377,48.4,Good,0
309,3588.1,1111,258.7,1.83,0.28,24.6,13.1,17.4,61.4,27.5,26.8,0.1613,0.1535,0.0639,1.219,0.0113,0.0481,45.4,Good,0
310,3597.3,1093,244.0,1.11,0.27,40.3,11.37,18.15,71.5,32.4,27.3,0.3119,0.0813,0.0749,2.063,0.1141,0.0676,42.2,Good,3
311,3609.2,1335,162.1,1.26,0.34,23.0,13.9,15.81,60.8,30.7,28.0,0.1493,0.1058,0.1123,1.309,0.0053,0.0631,41.9,Good,0
312,3617.4,1042,172.2,1.42,0.26,32.0,12.06,16.92,60.5,29.2,25.5,0.1515,0.1435,0.0409,1.312,0.0223,0.0413,49.2,Good,0
313,3631.5,1406,205.3,0.32,0.35,43.6,13.87,19.02,63.7,29.2,27.7,0.0807,0.1328,0.1011,1.185,0.0036,0.0601,42.8,Good,0
314,3646.2,1202,167.1,0.75,0.3,44.6,13.15,17.23,62.4,31.6,28.0,0.2016,0.0906,0.0588,1.462,0.0137,0.0329,41.3,Good,0
315,3654.4,1317,180.4,2.23,0.33,30.9,13.7,17.66,61.8,26.9,33.3,0.2556,0.1469,0.0562,1.341,0.0037,0.0263,40.5,Good,0
316,3668.5,1082,155.4,1.43,0.27,31.2,12.82,17.47,58.2,28.8,28.4,0.0835,0.1627,0.0747,1.261,0.0155,0.029,44.4,Good,0
317,3680.2,1366,166.0,1.53,0.34,29.9,12.7,16.6,64.8,27.7,26.2,0.0984,0.0841,0.1261,1.683,0.0177,0.083,43.5,Good,0
318,3690.8,1064,182.6,1.66,0.27,33.0,11.94,16.38,58.7,24.8,25.9,0.2219,0.1492,0.1392,1.536,0.006,0.0635,45.5,Good,0
319,3705.3,1071,183.3,1.02,0.27,46.2,12.44,18.88,57.3,28.7,26.1,0.1838,0.1405,0.0983,1.214,0.0135,0.0764,44.0,Good,0
320,3718.1,1213,168.2,1.6,0.3,21.7,13.11,16.31,61.0,26.3,24.1,0.2027,0.0319,0.1079,1.427,0.0156,0.065,49.1,Good,0
321,3727.4,1161,190.5,2.04,0.29,20,12.56,16.13,59.1,27.7,26.8,0.1867,0.1455,0.0772,1.348,0.0132,0.0735,49.4,Good,0
322,3739.1,1267,177.7,1.61,0.32,44.2,13.29,18.05,62.4,28.3,28.4,0.2897,0.1953,0.1003,1.123,0.0156,0.0512,43.7,Good,0
323,3748.1,1218,133.3,1.39,0.31,34.2,14.57,15.99,61.2,27.0,30.8,0.1871,0.1341,0.1085,1.464,0.0074,0.0517,39.9,Good,0
324,3760.9,1435,278.9,1.31,0.36,35.2,14.15,20.23,64.8,28.7,26.9,0.2249,0.1144,0.0141,1.427,0.006,0.0294,37.3,Good,0
325,3769.7,1327,139.0,1.39,0.33,47.4,13.91,17.74,58.5,26.4,27.2,0.1827,0.101,0.0898,1.23,0.0075,0.0428,46.1,Good,0
326,3782.1,1246,190.3,1.64,0.31,36.0,13.94,18.27,60.7,28.0,23.6,0.1889,0.0941,0.0717,0.699,0.0157,0.0335,39.5,Good,0
327,3791.9,1035,229.5,0.55,0.26,29.3,12.66,16.79,59.3,24.3,25.6,0.1544,0.1791,0.0739,1.486,0.012,0.0779,43.2,Good,0
328,3805.0,1128,181.1,1.23,0.28,24.5,12.6,13.86,59.8,26.6,25.7,0.2235,0.1151,0.099,1.041,0.0074,0.0469,42.8,Good,0
329,3818.8,1056,220.2,2.33,0.27,37.8,13.69,18.73,63.6,24.3,24.6,0.2191,0.1336,0.0869,1.453,0.0083,0.0525,43.3,Good,0
330,3829.1,910,194.6,0.72,0.23,27.9,12.21,15.07,56.2,30.4,28.8,0.1496,0.1606,0.0926,1.747,0.0091,0.0544,40.1,Good,0
